port,port_state,protocol,rtt_ms,ttl,os_fingerprint,banner_text,icmp_blocked,rst_received,filtered_port_count,open_port_count,total_ports_scanned,firewall_present,firewall_type,best_bypass_flag
443,filtered,tcp,402.11,242,Linux 4.x/5.x,MariaDB 10.6,0,0,91,8,100,1,ids_ips,connect_scan
443,filtered,tcp,459.63,123,Windows 10,MariaDB 10.6,1,0,58,2,100,1,iptables,null_scan
3306,open,tcp,322.53,117,Cisco IOS,OpenSSH_8.2p1,1,0,62,5,100,1,ids_ips,connect_scan
3306,open,tcp,220.11,242,Linux 4.x/5.x,MariaDB 10.6,0,0,1,4,100,0,none,connect_scan
143,filtered,tcp,220.85,240,Linux 4.x/5.x,,0,0,51,10,100,1,pf_bsd,connect_scan
1433,filtered,tcp,66.69,119,Cisco IOS,MariaDB 10.6,1,0,79,9,100,1,pf_bsd,connect_scan
110,open,tcp,334.14,117,Linux 4.x/5.x,ProFTPD 1.3.5,1,0,58,7,100,1,iptables,xmas_scan
8443,filtered,tcp,329.08,120,Unknown,,1,0,76,2,100,1,ids_ips,connect_scan
443,filtered,tcp,318.31,126,Windows 10,OpenSSH_8.2p1,1,0,73,1,100,1,pf_bsd,connect_scan
143,filtered,tcp,307.58,56,Unknown,MariaDB 10.6,1,0,94,3,100,1,iptables,fin_scan
443,filtered,tcp,446.87,51,Unknown,Apache/2.4.41,1,0,80,2,100,1,aws_waf,slow_scan
8443,open,tcp,235.0,246,Unknown,nginx/1.18.0,1,0,56,3,100,1,cisco_acl,http_source_port
445,filtered,tcp,227.78,50,Unknown,,1,0,88,8,100,1,aws_waf,decoy_scan
25,open,tcp,121.07,122,Windows 10,MariaDB 10.6,0,0,7,4,100,0,none,connect_scan
22,open,tcp,168.79,121,Unknown,MariaDB 10.6,0,0,4,10,100,0,none,connect_scan
21,open,tcp,440.93,248,Unknown,MariaDB 10.6,1,0,50,9,100,1,aws_waf,slow_scan
8080,filtered,tcp,114.17,59,Unknown,ProFTPD 1.3.5,1,0,77,7,100,1,ids_ips,connect_scan
21,open,tcp,236.36,54,Linux 4.x/5.x,Apache/2.4.41,1,0,57,3,100,1,aws_waf,decoy_scan
143,filtered,tcp,29.89,122,Cisco IOS,MariaDB 10.6,1,0,70,7,100,1,ids_ips,connect_scan
22,open,tcp,237.8,246,Linux 4.x/5.x,,1,0,87,1,100,1,pf_bsd,connect_scan
27017,open,tcp,15.09,60,Windows 10,MariaDB 10.6,1,0,58,6,100,1,iptables,null_scan
1433,filtered,tcp,482.05,253,Linux 4.x/5.x,ProFTPD 1.3.5,1,0,77,7,100,1,iptables,null_scan
53,filtered,tcp,103.17,243,Cisco IOS,,1,0,92,2,100,1,cisco_acl,dns_source_port
8080,filtered,tcp,392.4,119,Linux 4.x/5.x,nginx/1.18.0,1,0,94,1,100,1,ids_ips,connect_scan
8443,open,tcp,247.65,122,Cisco IOS,nginx/1.18.0,0,0,68,9,100,1,ids_ips,connect_scan
445,filtered,tcp,220.61,245,Windows 10,Apache/2.4.41,1,0,71,8,100,1,ids_ips,connect_scan
21,filtered,tcp,287.08,248,Cisco IOS,OpenSSH_8.2p1,1,0,83,6,100,1,iptables,fin_scan
445,filtered,tcp,143.43,243,Windows 10,Apache/2.4.41,1,0,61,7,100,1,ids_ips,connect_scan
8443,closed,tcp,123.96,117,Windows 10,MariaDB 10.6,1,0,74,5,100,1,cisco_acl,http_source_port
3306,filtered,tcp,239.26,249,Unknown,ProFTPD 1.3.5,1,0,76,4,100,1,aws_waf,slow_scan
110,open,tcp,161.2,246,Unknown,ProFTPD 1.3.5,0,0,7,9,100,0,none,connect_scan
5432,filtered,tcp,54.76,59,Linux 4.x/5.x,,1,0,62,5,100,1,cloudflare,dns_source_port
27017,open,tcp,278.91,252,Linux 4.x/5.x,nginx/1.18.0,0,0,9,8,100,0,none,connect_scan
53,open,tcp,482.92,114,Linux 4.x/5.x,nginx/1.18.0,1,0,65,1,100,1,cisco_acl,http_source_port
53,filtered,tcp,283.61,126,Unknown,nginx/1.18.0,1,0,56,10,100,1,iptables,null_scan
8080,filtered,tcp,193.29,123,Linux 4.x/5.x,nginx/1.18.0,0,0,84,2,100,1,iptables,xmas_scan
110,filtered,tcp,109.46,253,Linux 4.x/5.x,OpenSSH_8.2p1,1,0,59,8,100,1,ids_ips,connect_scan
1433,filtered,tcp,149.17,59,Unknown,Apache/2.4.41,1,0,76,5,100,1,aws_waf,decoy_scan
53,filtered,tcp,296.95,57,Windows 10,ProFTPD 1.3.5,0,0,85,2,100,1,ids_ips,connect_scan
1433,open,tcp,157.27,241,Unknown,,0,0,1,7,100,0,none,connect_scan
22,open,tcp,249.43,54,Cisco IOS,Apache/2.4.41,1,0,72,10,100,1,pf_bsd,connect_scan
22,filtered,tcp,499.79,241,Windows 10,MariaDB 10.6,1,0,92,8,100,1,cloudflare,stealth_syn
27017,open,tcp,294.74,241,Unknown,ProFTPD 1.3.5,1,0,58,2,100,1,pf_bsd,connect_scan
6379,open,tcp,208.76,123,Unknown,Apache/2.4.41,1,0,57,6,100,1,ids_ips,connect_scan
21,open,tcp,205.07,241,Unknown,MariaDB 10.6,0,1,9,9,100,0,none,connect_scan
22,filtered,tcp,251.75,115,Windows 10,ProFTPD 1.3.5,1,0,78,8,100,1,pf_bsd,connect_scan
110,open,tcp,316.86,52,Linux 4.x/5.x,nginx/1.18.0,0,0,0,4,100,0,none,connect_scan
80,filtered,tcp,233.42,53,Cisco IOS,nginx/1.18.0,0,0,91,7,100,1,ids_ips,connect_scan
80,filtered,tcp,238.75,119,Windows 10,Apache/2.4.41,1,0,71,7,100,1,ids_ips,connect_scan
1433,filtered,tcp,256.33,59,Unknown,OpenSSH_8.2p1,1,0,92,8,100,1,pf_bsd,connect_scan
3306,open,tcp,382.62,120,Windows 10,nginx/1.18.0,1,0,64,7,100,1,pf_bsd,connect_scan
80,open,tcp,239.12,121,Linux 4.x/5.x,OpenSSH_8.2p1,0,0,3,10,100,0,none,connect_scan
8443,filtered,tcp,437.72,126,Windows 10,MariaDB 10.6,0,0,89,3,100,1,pf_bsd,connect_scan
6379,open,tcp,484.76,118,Cisco IOS,,0,0,4,7,100,0,none,connect_scan
22,filtered,tcp,444.28,114,Windows 10,,1,0,78,5,100,1,pf_bsd,connect_scan
53,filtered,tcp,219.82,51,Cisco IOS,Apache/2.4.41,1,0,83,1,100,1,iptables,xmas_scan
8080,filtered,tcp,218.19,55,Windows 10,OpenSSH_8.2p1,1,0,66,10,100,1,pf_bsd,connect_scan
80,filtered,tcp,343.15,113,Cisco IOS,MariaDB 10.6,1,0,67,1,100,1,ids_ips,connect_scan
25,filtered,tcp,147.38,252,Cisco IOS,nginx/1.18.0,1,0,70,7,100,1,ids_ips,connect_scan
53,filtered,tcp,423.43,57,Cisco IOS,nginx/1.18.0,1,0,61,5,100,1,aws_waf,slow_scan
22,open,tcp,330.82,127,Unknown,ProFTPD 1.3.5,0,0,9,4,100,0,none,connect_scan
80,filtered,tcp,113.41,54,Linux 4.x/5.x,ProFTPD 1.3.5,0,0,86,1,100,1,cloudflare,stealth_syn
8080,filtered,tcp,70.05,122,Windows 10,nginx/1.18.0,0,0,66,6,100,1,cloudflare,fragment
1433,open,tcp,139.9,59,Linux 4.x/5.x,MariaDB 10.6,0,0,72,3,100,1,cloudflare,stealth_syn
6379,open,tcp,430.77,244,Cisco IOS,Apache/2.4.41,0,0,93,1,100,1,ids_ips,connect_scan
445,filtered,tcp,230.12,243,Cisco IOS,Apache/2.4.41,1,0,74,8,100,1,pf_bsd,connect_scan
443,open,tcp,471.87,113,Unknown,,0,0,6,7,100,0,none,connect_scan
53,closed,tcp,473.4,120,Windows 10,MariaDB 10.6,0,0,1,9,100,0,none,connect_scan
27017,filtered,tcp,364.67,117,Cisco IOS,Apache/2.4.41,1,0,76,4,100,1,cisco_acl,dns_source_port
5432,filtered,tcp,121.88,126,Cisco IOS,OpenSSH_8.2p1,0,0,70,8,100,1,cisco_acl,http_source_port
22,open,tcp,322.64,254,Windows 10,OpenSSH_8.2p1,0,0,6,4,100,0,none,connect_scan
443,open,tcp,279.33,251,Windows 10,nginx/1.18.0,0,1,8,3,100,0,none,connect_scan
80,filtered,tcp,400.26,53,Windows 10,nginx/1.18.0,1,0,74,3,100,1,iptables,null_scan
25,filtered,tcp,372.15,253,Cisco IOS,nginx/1.18.0,1,0,52,8,100,1,pf_bsd,connect_scan
1433,filtered,tcp,309.48,242,Linux 4.x/5.x,Apache/2.4.41,0,0,59,7,100,1,cloudflare,fragment
3306,filtered,tcp,247.68,126,Linux 4.x/5.x,OpenSSH_8.2p1,1,0,80,10,100,1,cisco_acl,dns_source_port
8443,filtered,tcp,193.55,246,Unknown,Apache/2.4.41,0,0,82,2,100,1,cloudflare,stealth_syn
143,filtered,tcp,439.46,243,Windows 10,MariaDB 10.6,1,0,79,8,100,1,ids_ips,connect_scan
5432,open,tcp,52.07,122,Unknown,Apache/2.4.41,1,0,68,2,100,1,cisco_acl,http_source_port
80,open,tcp,373.57,115,Cisco IOS,,0,1,4,6,100,0,none,connect_scan
1433,filtered,tcp,376.39,254,Cisco IOS,Apache/2.4.41,1,0,79,4,100,1,ids_ips,connect_scan
5432,filtered,tcp,116.0,58,Cisco IOS,nginx/1.18.0,1,0,79,7,100,1,iptables,xmas_scan
21,filtered,tcp,384.88,245,Cisco IOS,Apache/2.4.41,1,0,75,5,100,1,ids_ips,connect_scan
6379,filtered,tcp,94.8,54,Linux 4.x/5.x,Apache/2.4.41,0,0,65,4,100,1,pf_bsd,connect_scan
25,open,tcp,173.74,123,Linux 4.x/5.x,,1,0,68,8,100,1,cisco_acl,http_source_port
53,filtered,tcp,305.5,123,Linux 4.x/5.x,ProFTPD 1.3.5,1,0,69,10,100,1,aws_waf,fragment
21,filtered,tcp,157.67,57,Windows 10,OpenSSH_8.2p1,0,0,73,5,100,1,cisco_acl,dns_source_port
80,filtered,tcp,251.21,125,Windows 10,nginx/1.18.0,1,0,55,6,100,1,pf_bsd,connect_scan
8443,open,tcp,372.31,127,Cisco IOS,nginx/1.18.0,0,0,3,7,100,0,none,connect_scan
110,open,tcp,148.31,127,Cisco IOS,Apache/2.4.41,1,0,78,2,100,1,aws_waf,slow_scan
3306,filtered,tcp,203.22,57,Windows 10,Apache/2.4.41,1,0,69,2,100,1,iptables,fin_scan
80,filtered,tcp,453.43,122,Windows 10,ProFTPD 1.3.5,1,0,72,10,100,1,cloudflare,fragment
27017,filtered,tcp,329.48,51,Unknown,,0,0,84,10,100,1,iptables,xmas_scan
8443,filtered,tcp,314.14,249,Unknown,,1,0,78,5,100,1,aws_waf,fragment
22,filtered,tcp,256.13,120,Cisco IOS,Apache/2.4.41,1,0,52,2,100,1,cloudflare,stealth_syn
22,filtered,tcp,195.32,246,Windows 10,ProFTPD 1.3.5,1,0,76,9,100,1,cloudflare,fragment
110,filtered,tcp,228.01,116,Unknown,MariaDB 10.6,1,0,93,10,100,1,iptables,null_scan
22,open,tcp,459.38,121,Linux 4.x/5.x,ProFTPD 1.3.5,1,0,66,7,100,1,iptables,fin_scan
80,filtered,tcp,426.53,241,Windows 10,ProFTPD 1.3.5,1,0,61,7,100,1,pf_bsd,connect_scan
3306,open,tcp,469.31,119,Linux 4.x/5.x,,1,0,76,9,100,1,iptables,fin_scan
27017,filtered,tcp,157.89,58,Windows 10,OpenSSH_8.2p1,1,0,50,2,100,1,pf_bsd,connect_scan
3306,open,tcp,418.38,254,Unknown,OpenSSH_8.2p1,1,0,84,10,100,1,cloudflare,fragment
5432,filtered,tcp,361.99,57,Windows 10,MariaDB 10.6,1,0,90,8,100,1,ids_ips,connect_scan
5432,filtered,tcp,158.19,113,Unknown,MariaDB 10.6,0,0,74,7,100,1,iptables,null_scan
80,closed,tcp,483.3,51,Unknown,ProFTPD 1.3.5,1,0,73,2,100,1,cloudflare,fragment
445,filtered,tcp,426.33,126,Windows 10,MariaDB 10.6,1,0,88,4,100,1,aws_waf,fragment
22,filtered,tcp,178.04,57,Cisco IOS,OpenSSH_8.2p1,1,0,70,2,100,1,ids_ips,connect_scan
3306,open,tcp,162.75,50,Cisco IOS,MariaDB 10.6,1,0,60,3,100,1,pf_bsd,connect_scan
25,filtered,tcp,227.06,49,Windows 10,OpenSSH_8.2p1,1,0,81,10,100,1,ids_ips,connect_scan
22,filtered,tcp,389.21,59,Unknown,Apache/2.4.41,1,0,69,8,100,1,cloudflare,dns_source_port
80,filtered,tcp,317.82,251,Linux 4.x/5.x,nginx/1.18.0,1,0,74,10,100,1,cloudflare,fragment
21,filtered,tcp,335.77,249,Unknown,Apache/2.4.41,1,0,58,6,100,1,cisco_acl,dns_source_port
443,filtered,tcp,181.76,58,Linux 4.x/5.x,nginx/1.18.0,0,0,83,6,100,1,pf_bsd,connect_scan
8443,open,tcp,275.28,252,Windows 10,OpenSSH_8.2p1,1,0,51,8,100,1,iptables,xmas_scan
22,open,tcp,26.68,49,Cisco IOS,nginx/1.18.0,0,0,2,9,100,0,none,connect_scan
22,open,tcp,377.88,59,Linux 4.x/5.x,ProFTPD 1.3.5,1,0,61,7,100,1,cisco_acl,http_source_port
27017,filtered,tcp,478.46,125,Cisco IOS,Apache/2.4.41,0,0,69,2,100,1,aws_waf,slow_scan
53,filtered,tcp,412.06,250,Cisco IOS,ProFTPD 1.3.5,1,0,77,7,100,1,cisco_acl,http_source_port
8080,filtered,tcp,179.02,52,Linux 4.x/5.x,Apache/2.4.41,1,0,81,7,100,1,iptables,fin_scan
80,open,tcp,376.2,63,Unknown,Apache/2.4.41,1,0,73,4,100,1,pf_bsd,connect_scan
80,filtered,tcp,184.26,254,Cisco IOS,ProFTPD 1.3.5,1,0,79,2,100,1,ids_ips,connect_scan
443,closed,tcp,186.64,117,Windows 10,MariaDB 10.6,1,0,56,9,100,1,cloudflare,stealth_syn
1433,open,tcp,133.84,124,Unknown,OpenSSH_8.2p1,0,1,2,2,100,0,none,connect_scan
5432,open,tcp,358.12,51,Cisco IOS,ProFTPD 1.3.5,0,0,57,3,100,1,cisco_acl,http_source_port
80,filtered,tcp,116.0,51,Unknown,Apache/2.4.41,1,0,66,10,100,1,ids_ips,connect_scan
25,filtered,tcp,491.59,54,Unknown,,0,0,71,9,100,1,pf_bsd,connect_scan
25,filtered,tcp,412.55,61,Cisco IOS,OpenSSH_8.2p1,0,0,84,9,100,1,cisco_acl,http_source_port
22,open,tcp,385.05,57,Cisco IOS,OpenSSH_8.2p1,1,0,76,4,100,1,aws_waf,decoy_scan
25,filtered,tcp,261.85,114,Cisco IOS,OpenSSH_8.2p1,1,0,92,10,100,1,pf_bsd,connect_scan
110,open,tcp,322.29,245,Cisco IOS,nginx/1.18.0,1,0,54,1,100,1,cloudflare,dns_source_port
143,open,tcp,322.52,250,Unknown,nginx/1.18.0,0,0,0,8,100,0,none,connect_scan
6379,filtered,tcp,322.74,120,Linux 4.x/5.x,,1,0,74,8,100,1,aws_waf,fragment
3306,open,tcp,105.99,252,Unknown,OpenSSH_8.2p1,0,0,71,9,100,1,cisco_acl,http_source_port
443,filtered,tcp,124.66,59,Linux 4.x/5.x,ProFTPD 1.3.5,0,0,54,10,100,1,cloudflare,stealth_syn
3306,filtered,tcp,433.33,50,Windows 10,MariaDB 10.6,0,0,61,8,100,1,cisco_acl,http_source_port
443,filtered,tcp,251.2,57,Cisco IOS,Apache/2.4.41,1,0,89,8,100,1,cisco_acl,http_source_port
21,filtered,tcp,328.86,123,Unknown,OpenSSH_8.2p1,0,0,89,6,100,1,cloudflare,fragment
143,filtered,tcp,27.39,54,Cisco IOS,Apache/2.4.41,1,0,68,8,100,1,ids_ips,connect_scan
53,filtered,tcp,413.53,244,Linux 4.x/5.x,MariaDB 10.6,1,0,74,6,100,1,ids_ips,connect_scan
6379,filtered,tcp,378.71,54,Linux 4.x/5.x,Apache/2.4.41,1,0,92,6,100,1,cloudflare,fragment
80,filtered,tcp,231.21,240,Cisco IOS,OpenSSH_8.2p1,1,0,71,10,100,1,ids_ips,connect_scan
27017,filtered,tcp,298.89,241,Cisco IOS,MariaDB 10.6,0,0,87,6,100,1,aws_waf,decoy_scan
21,filtered,tcp,490.05,250,Cisco IOS,,0,0,80,10,100,1,pf_bsd,connect_scan
6379,filtered,tcp,30.42,125,Windows 10,Apache/2.4.41,1,0,60,2,100,1,cloudflare,fragment
143,filtered,tcp,160.28,57,Unknown,,0,0,50,3,100,1,iptables,xmas_scan
6379,filtered,tcp,165.9,247,Windows 10,MariaDB 10.6,0,0,59,6,100,1,cloudflare,fragment
445,filtered,tcp,387.13,244,Windows 10,OpenSSH_8.2p1,1,0,65,5,100,1,cloudflare,fragment
27017,filtered,tcp,491.22,116,Cisco IOS,nginx/1.18.0,0,0,92,5,100,1,iptables,null_scan
6379,open,tcp,339.93,113,Windows 10,ProFTPD 1.3.5,1,0,55,2,100,1,pf_bsd,connect_scan
143,filtered,tcp,329.71,247,Cisco IOS,nginx/1.18.0,1,0,91,3,100,1,pf_bsd,connect_scan
443,open,tcp,295.48,63,Linux 4.x/5.x,Apache/2.4.41,0,0,6,8,100,0,none,connect_scan
110,open,tcp,73.05,240,Unknown,MariaDB 10.6,0,0,6,5,100,0,none,connect_scan
443,filtered,tcp,34.29,53,Linux 4.x/5.x,OpenSSH_8.2p1,1,0,62,3,100,1,pf_bsd,connect_scan
1433,open,tcp,201.51,125,Linux 4.x/5.x,ProFTPD 1.3.5,0,0,9,2,100,0,none,connect_scan
27017,open,tcp,494.6,246,Unknown,ProFTPD 1.3.5,1,0,62,2,100,1,pf_bsd,connect_scan
110,filtered,tcp,232.16,116,Cisco IOS,ProFTPD 1.3.5,1,0,57,4,100,1,pf_bsd,connect_scan
3306,filtered,tcp,321.17,114,Linux 4.x/5.x,OpenSSH_8.2p1,0,0,77,8,100,1,iptables,fin_scan
8443,filtered,tcp,8.38,124,Cisco IOS,ProFTPD 1.3.5,1,0,92,10,100,1,pf_bsd,connect_scan
53,open,tcp,182.98,63,Windows 10,MariaDB 10.6,0,0,2,5,100,0,none,connect_scan
443,filtered,tcp,458.48,122,Windows 10,MariaDB 10.6,1,0,55,10,100,1,aws_waf,decoy_scan
143,open,tcp,276.87,115,Linux 4.x/5.x,nginx/1.18.0,1,0,68,6,100,1,pf_bsd,connect_scan
143,open,tcp,60.54,240,Windows 10,OpenSSH_8.2p1,0,0,9,9,100,0,none,connect_scan
8443,open,tcp,106.67,247,Unknown,MariaDB 10.6,1,0,55,9,100,1,cisco_acl,dns_source_port
21,filtered,tcp,157.54,57,Linux 4.x/5.x,Apache/2.4.41,1,0,80,2,100,1,cisco_acl,http_source_port
22,filtered,tcp,467.62,49,Windows 10,OpenSSH_8.2p1,0,0,94,7,100,1,cloudflare,stealth_syn
25,filtered,tcp,194.33,121,Windows 10,,0,0,94,2,100,1,pf_bsd,connect_scan
21,filtered,tcp,199.56,52,Cisco IOS,MariaDB 10.6,1,0,94,9,100,1,iptables,null_scan
80,filtered,tcp,412.56,56,Linux 4.x/5.x,Apache/2.4.41,0,0,73,7,100,1,cisco_acl,http_source_port
25,filtered,tcp,442.46,60,Linux 4.x/5.x,MariaDB 10.6,1,0,84,1,100,1,cloudflare,dns_source_port
22,filtered,tcp,204.12,55,Cisco IOS,OpenSSH_8.2p1,0,0,83,10,100,1,iptables,null_scan
1433,open,tcp,387.41,124,Windows 10,MariaDB 10.6,1,0,75,1,100,1,pf_bsd,connect_scan
8080,filtered,tcp,440.46,53,Linux 4.x/5.x,ProFTPD 1.3.5,0,0,92,7,100,1,cloudflare,fragment
1433,filtered,tcp,349.67,125,Unknown,OpenSSH_8.2p1,0,0,73,5,100,1,ids_ips,connect_scan
8080,open,tcp,403.86,55,Windows 10,MariaDB 10.6,1,0,81,4,100,1,ids_ips,connect_scan
143,filtered,tcp,461.5,126,Unknown,,1,0,79,1,100,1,pf_bsd,connect_scan
143,filtered,tcp,403.3,243,Cisco IOS,ProFTPD 1.3.5,0,0,53,1,100,1,ids_ips,connect_scan
443,filtered,tcp,481.23,52,Windows 10,MariaDB 10.6,0,0,92,9,100,1,iptables,fin_scan
5432,filtered,tcp,193.43,244,Cisco IOS,nginx/1.18.0,0,0,84,8,100,1,pf_bsd,connect_scan
143,open,tcp,362.59,113,Unknown,Apache/2.4.41,0,0,8,4,100,0,none,connect_scan
8080,filtered,tcp,134.08,245,Windows 10,ProFTPD 1.3.5,1,0,56,10,100,1,aws_waf,decoy_scan
445,open,tcp,277.57,249,Unknown,MariaDB 10.6,1,0,61,6,100,1,ids_ips,connect_scan
22,filtered,tcp,275.54,49,Linux 4.x/5.x,,1,0,56,1,100,1,iptables,xmas_scan
21,filtered,tcp,317.2,52,Unknown,ProFTPD 1.3.5,1,0,56,10,100,1,cisco_acl,dns_source_port
21,filtered,tcp,12.79,246,Cisco IOS,nginx/1.18.0,0,0,79,1,100,1,cisco_acl,http_source_port
80,filtered,tcp,338.65,62,Cisco IOS,ProFTPD 1.3.5,1,0,86,7,100,1,cloudflare,dns_source_port
443,open,tcp,205.98,251,Linux 4.x/5.x,,0,0,3,1,100,0,none,connect_scan
21,open,tcp,191.7,127,Linux 4.x/5.x,MariaDB 10.6,0,0,4,6,100,0,none,connect_scan
443,filtered,tcp,487.05,240,Unknown,ProFTPD 1.3.5,1,0,93,2,100,1,cloudflare,dns_source_port
110,open,tcp,450.16,244,Windows 10,nginx/1.18.0,1,0,91,7,100,1,aws_waf,fragment
6379,open,tcp,284.16,241,Cisco IOS,MariaDB 10.6,0,0,2,3,100,0,none,connect_scan
5432,filtered,tcp,363.46,243,Unknown,OpenSSH_8.2p1,0,0,94,6,100,1,ids_ips,connect_scan
21,filtered,tcp,477.65,115,Unknown,MariaDB 10.6,1,0,84,9,100,1,cloudflare,stealth_syn
1433,open,tcp,341.45,248,Linux 4.x/5.x,ProFTPD 1.3.5,1,0,69,3,100,1,cisco_acl,dns_source_port
8443,filtered,tcp,183.55,63,Cisco IOS,Apache/2.4.41,1,0,67,3,100,1,aws_waf,slow_scan
25,filtered,tcp,279.6,126,Linux 4.x/5.x,nginx/1.18.0,1,0,70,6,100,1,cisco_acl,dns_source_port
25,open,tcp,149.46,115,Windows 10,nginx/1.18.0,1,0,67,7,100,1,ids_ips,connect_scan
110,filtered,tcp,154.06,125,Unknown,ProFTPD 1.3.5,1,0,56,2,100,1,iptables,null_scan
143,filtered,tcp,127.06,247,Windows 10,ProFTPD 1.3.5,1,0,61,7,100,1,pf_bsd,connect_scan
3306,filtered,tcp,193.05,120,Windows 10,ProFTPD 1.3.5,1,0,87,4,100,1,pf_bsd,connect_scan
443,filtered,tcp,482.46,123,Cisco IOS,MariaDB 10.6,1,0,64,10,100,1,cisco_acl,http_source_port
21,open,tcp,275.09,242,Windows 10,MariaDB 10.6,0,0,76,2,100,1,iptables,xmas_scan
80,filtered,tcp,398.55,247,Windows 10,ProFTPD 1.3.5,1,0,88,7,100,1,ids_ips,connect_scan
6379,filtered,tcp,227.29,247,Unknown,nginx/1.18.0,1,0,66,6,100,1,ids_ips,connect_scan
53,filtered,tcp,270.77,240,Cisco IOS,OpenSSH_8.2p1,1,0,90,1,100,1,aws_waf,fragment
8080,filtered,tcp,340.35,115,Linux 4.x/5.x,ProFTPD 1.3.5,1,0,94,9,100,1,cloudflare,stealth_syn
8443,open,tcp,289.74,122,Windows 10,ProFTPD 1.3.5,0,0,76,8,100,1,cloudflare,stealth_syn
80,open,tcp,460.67,62,Cisco IOS,MariaDB 10.6,0,0,2,9,100,0,none,connect_scan
3306,filtered,tcp,53.32,243,Linux 4.x/5.x,,1,0,65,6,100,1,cisco_acl,http_source_port
110,open,tcp,401.02,251,Unknown,MariaDB 10.6,1,0,54,7,100,1,aws_waf,decoy_scan
143,filtered,tcp,322.04,121,Unknown,MariaDB 10.6,1,0,58,4,100,1,aws_waf,fragment
